User_Id,DOB,Age,Gender_code,User_Locale,User_locale_lang,Preferred_cuisines,Country_Code,Place,State,Theme,Date,Mode_of_transport,Cuisines,Number_of_travellers,Previous_spending ,Currency,Kind_of_stay,Price_range,Aggregate_rating,Rating_text,Votes,Suggested,Clicks_on_booking ,Frequency_of_visits_to_the_website,Ad_source,Time_spent
1005,16-03-1979,40,F, Hyderabad ,Telugu,South Indian,1,Darjeeling,West Bengal,Hill Station,02-01-2018,Flight,South Indian,3,1000 to 10000,Rupees ,Cottage/Villa,3,3.7,Good,49,7,11,13,Instagram,7.5
1005,16-03-1979,40,F, Hyderabad ,Telugu,North Indian,1,Aurangabad,Maharashtra,Historic,29-09-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Home stay,2,0,Not rated,1,12,10,8,Paper Media,4.1
1006,01-03-1971,48,F,Mumbai,Marathi,North Indian,1,Mahabalipuram,Tamil Nadu,Historic,22-10-2019,Flight,South Indian,4,10000 to 25000,Rupees ,Home stay,1,3.6,Good,109,1,8,15,Paper Media,5.7
1006,01-03-1971,48,F, Hyderabad ,Telugu,North Indian,1,Vaishnav Devi,Jammu Kashmir,Adventurous,03-08-2019,Flight,North Indian,1,1000 to 10000,Rupees ,Cottage/Villa,2,4.3,Very Good,1413,12,10,15,Youtube,2.9
1006,01-03-1971,48,F,Mumbai,Marathi,North Indian,1,Gir National Park,Gujarat,Historic,30-09-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,4,3.2,Average,7,6,4,22,Instagram,8.5
1006,01-03-1971,48,F,Cochi,Malayalam ,North Indian,1,Agra,Uttar Pradesh,Historic,23-03-2018,Flight,North Indian,6,25000 to 50000,Rupees ,Hotels,2,3.7,Good,222,11,10,19,Instagram,2.6
1006,01-03-1971,48,F,Ahmedabad,Gujarati,South Indian,1,Velankani ,Tamil Nadu,Hill Station,23-03-2018,Flight,North Indian,10,50000 to 75000,Rupees ,Bed and breakfast,2,0,Not rated,0,9,10,18,Facebook,9.8
1007,31-08-1985,34,M,Chennai,Tamil,North Indian,1,Agra,Uttar Pradesh,Historic,30-03-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Hotels,2,4.6,Excellent,21,0,13,23,Facebook,4.4
1007,31-08-1985,34,M,Chennai,Tamil,North Indian,1,Bandipur,Karnataka,Historic,24-04-2018,Flight,North Indian,7,25000 to 50000,Rupees ,Tented Camps,3,3.8,Good,79,1,2,5,Google ads/ Online ads,6.9
1007,31-08-1985,34,M,Chennai,Tamil,North Indian,1,Nagarhole National Park,Karnataka,Historic,21-12-2019,Flight,North Indian,2,1000 to 10000,Rupees ,Hotels,1,3.8,Good,75,8,9,22,By word of mouth,7.4
1007,31-08-1985,34,M,Chennai,Tamil,North Indian,1,Everest Base Camp,Himalayas,Adventurous,28-04-2019,Flight,South Indian,10,50000 to 75000,Rupees ,Bed and breakfast,4,3.5,Good,147,8,7,15,By word of mouth,2.7
1007,31-08-1985,34,M,Chennai,Tamil,South Indian,1,Bandipur,Karnataka,Historic,23-03-2018,Flight,North Indian,6,25000 to 50000,Rupees ,Tented Camps,1,0,Not rated,2,7,10,11,Paper Media,1.6
1007,31-08-1985,34,M,Chennai,Tamil,South Indian,1,Jaisalmer,Rajasthan,Historic,22-07-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Hotels,2,0,Not rated,3,5,9,25,Youtube,0.1
1007,31-08-1985,34,M,Chennai,Tamil,North Indian,1,Kolad,Maharashtra,Historic,06-12-2018,Flight,Continental,2,1000 to 10000,Rupees ,Hotels,2,3.1,Average,17,11,10,29,By word of mouth,7.9
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Vishakpattnam,Andra Pradesh,Harbor,24-03-2019,Flight,South Indian,4,10000 to 25000,Rupees ,Hotels,1,4,Very Good,353,0,4,18,Google ads/ Online ads,3.5
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Puri Jaganath,Odisha,Pilgrimage,17-12-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Hotels,2,4.6,Excellent,489,0,6,11,Facebook,2.7
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Ooty,Tamil Nadu,Hill Station,06-01-2018,Flight,South Indian,10,50000 to 75000,Rupees ,Bed and breakfast,3,3.9,Good,247,5,6,4,Paper Media,9.3
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Kaziranga,Assam,Wildlife ,29-08-2018,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,1,3.3,Average,17,10,7,7,Youtube,2.1
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Kanha national Park,Madhya Pradesh,Wildlife ,30-01-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Tented Camps,3,3.1,Average,26,3,12,16,Paper Media,9.6
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Vaishnav Devi,Jammu Kashmir,Adventurous,14-08-2019,Flight,North Indian,6,25000 to 50000,Rupees ,Home stay,3,3.3,Average,60,4,2,15,Instagram,6.8
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Puri Jaganath,Odisha,Pilgrimage,17-06-2018,Flight,North Indian,6,25000 to 50000,Rupees ,Hotels,3,3.5,Good,52,3,7,8,Google ads/ Online ads,9.9
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Bandipur,Karnataka,Historic,29-11-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Home stay,3,3.3,Average,15,2,10,9,Instagram,1.5
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Guruvayur,Kerala,Hill Station,23-01-2018,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,4,3.1,Average,7,10,7,21,Youtube,1.8
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Ooty,Tamil Nadu,Hill Station,08-05-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Cottage/Villa,2,0,Not rated,2,3,12,24,Instagram,2.4
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Shillong,Meghalaya,Hill Station,18-12-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,2,3.3,Average,97,10,2,2,Facebook,0.4
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Hampi,Karnataka,Historic,26-10-2018,Flight,South Indian,10,50000 to 75000,Rupees ,Bed and breakfast,1,3.1,Average,10,6,5,27,By word of mouth,4.6
1010,30-12-1975,44,M,Jaipur,Hindi,North Indian,1,Rann of Kutch,Gujarat,Historic,07-10-2019,Flight,South Indian,4,10000 to 25000,Rupees ,Hotels,3,0,Not rated,1,2,4,8,Paper Media,2.8
1010,30-12-1975,44,M,Jaipur,Hindi,South Indian,1,Puducherry,Puducherry,Water Sports,23-06-2018,Flight,North Indian,8,50000 to 75000,Rupees ,Hotels,2,3.2,Average,16,10,2,24,Youtube,7.4
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Guruvayur,Kerala,Pilgrimage,15-08-2019,Flight,South Indian,6,25000 to 50000,Rupees ,Cottage/Villa,2,4.9,Excellent,49,1,3,6,Facebook,5.7
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Ellora,Maharashtra,Historic,26-10-2019,Flight,North Indian,4,10000 to 25000,Rupees ,Hotels,3,3.3,Average,33,1,1,24,Google ads/ Online ads,3.8
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Puri Jaganath,Odisha,Pilgrimage,21-09-2018,Flight,North Indian,4,10000 to 25000,Rupees ,Bed and breakfast,1,4.6,Excellent,1753,10,6,30,By word of mouth,4.7
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Shillong,Meghalaya,Hill Station,29-05-2019,Flight,North Indian,7,25000 to 50000,Rupees ,Home stay,3,3.1,Average,9,3,11,2,Youtube,9.3
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Jaipur,Rajasthan,Historic,08-07-2018,Flight,North Indian,10,50000 to 75000,Rupees ,Hotels,4,3.7,Good,516,12,3,12,Paper Media,4.3
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Puducherry,Puducherry,Water Sports,10-12-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,2,0,Not rated,2,4,9,17,Facebook,3.7
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Kasi- Varanasi,Uttar Pradesh,Historic,15-04-2019,Flight,North Indian,1,1000 to 10000,Rupees ,Hotels,1,3.6,Good,235,12,1,5,Youtube,0.3
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Puducherry,Puducherry,Water Sports,22-10-2018,Flight,South Indian,10,50000 to 75000,Rupees ,Hotels,2,3.7,Good,68,9,5,15,Paper Media,8.5
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Aurangabad,Maharashtra,Historic,05-09-2019,Flight,South Indian,10,50000 to 75000,Rupees ,Hotels,1,3,Average,6,12,8,22,Instagram,3.3
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Vishakpattnam,Andra Pradesh,Harbor,29-01-2019,Flight,South Indian,9,50000 to 75000,Rupees ,Hotels,1,2.6,Average,147,5,3,28,Paper Media,4.3
1012,15-11-1986,33,F,Kolkata,Bengali,South Indian,1,Jaipur,Rajasthan,Historic,23-01-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Cottage/Villa,3,3.1,Average,39,10,12,19,Youtube,7.5
1012,15-11-1986,33,F,Kolkata,Bengali,North Indian,1,Mumbai,Maharashtra,Historic,19-03-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Hotels,2,3.2,Average,11,2,6,12,Paper Media,3.6
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Chirapunjee,Meghalaya,Historic,21-02-2019,Flight,North Indian,1,1000 to 10000,Rupees ,Cottage/Villa,4,4.5,Excellent,211,0,3,25,Paper Media,8.1
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Kanha national Park,Madhya Pradesh,Wildlife,27-02-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Bed and breakfast,3,4.7,Excellent,433,1,20,1,Youtube,3.8
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Mahabalipuram,Tamil Nadu,Hill Station,19-04-2018,Flight,North Indian,4,10000 to 25000,Rupees ,Bed and breakfast,1,4.4,Very Good,243,10,8,21,Paper Media,1.9
1014,17-05-1973,46,M, Hyderabad ,Telugu,South Indian,1,Everest Base Camp,Himalayas,Adventurous,17-05-2019,Flight,North Indian,3,1000 to 10000,Rupees ,Hotels,3,3.4,Average,22,4,10,3,Facebook,0.7
1014,17-05-1973,46,M, Hyderabad ,Telugu,South Indian,1,Leh,Jammu Kashmir,Adventurous,21-09-2019,Flight,North Indian,2,1000 to 10000,Rupees ,Tented Camps,1,3.6,Good,27,9,1,8,Facebook,8.6
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Madurai,Tamil Nadu,Hill Station,08-12-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Home stay,2,2.6,Average,92,1,1,12,Google ads/ Online ads,7.8
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Mumbai,Maharashtra,Historic,01-03-2019,Flight,South Indian,1,1000 to 10000,Rupees ,Hotels,3,3.5,Good,173,11,12,19,Paper Media,4.4
1014,17-05-1973,46,M, Hyderabad ,Telugu,South Indian,1,Jim- Corbett,Uttarkhand,Wildlife ,25-09-2019,Flight,North Indian,3,1000 to 10000,Rupees ,Bed and breakfast,2,2.9,Average,22,12,7,10,Youtube,8.8
1014,17-05-1973,46,M, Hyderabad ,Telugu,South Indian,1,Chirapunjee,Meghalaya,Hill Station,03-04-2019,Flight,North Indian,7,25000 to 50000,Rupees ,Home stay,2,3.8,Good,93,5,1,20,Youtube,4.4
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Rameshwaram,Tamil Nadu,Hill Station,02-02-2019,Flight,South Indian,4,10000 to 25000,Rupees ,Hotels,3,0,Not rated,1,7,5,9,Facebook,1.7
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Cochi,Kerala,Hill Station,18-07-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Hotels,1,0,Not rated,2,5,5,19,Instagram,1.4
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Shillong,Meghalaya,Hill Station,02-03-2018,Flight,North Indian,4,10000 to 25000,Rupees ,Cottage/Villa,1,0,Not rated,3,9,10,11,Paper Media,9
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Ellora,Maharashtra,Historic,18-08-2019,Flight,North Indian,4,10000 to 25000,Rupees ,Cottage/Villa,3,0,Not rated,3,10,6,13,Youtube,7.9
1014,17-05-1973,46,M, Hyderabad ,Telugu,South Indian,1,Sundarbandh National Park,West Bengal,Hill Station,16-08-2019,Flight,South Indian,4,10000 to 25000,Rupees ,Home stay,4,0,Not rated,0,7,9,30,Google ads/ Online ads,2.4
1014,17-05-1973,46,M, Hyderabad ,Telugu,North Indian,1,Mathura,Uttar Pradesh,Historic,02-03-2018,Flight,South Indian,8,50000 to 75000,Rupees ,Bed and breakfast,2,0,Not rated,0,4,3,14,By word of mouth,6.4
1015,20-09-1960,59,M,Ahmedabad,Gujarati,South Indian,1,Udaipur,Rajasthan,Historic,13-10-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Cottage/Villa,3,4.6,Excellent,615,1,12,23,Google ads/ Online ads,2
1015,20-09-1960,59,M,Ahmedabad,Gujarati,South Indian,1,Everest Base Camp,Himalayas,Adventurous,19-01-2019,Flight,South Indian,8,50000 to 75000,Rupees ,Tented Camps,2,3.6,Good,173,10,8,28,Paper Media,3.9
1015,20-09-1960,59,M,Ahmedabad,Gujarati,South Indian,1,Sundarbandh National Park,West Bengal,Hill Station,18-07-2019,Flight,South Indian,9,50000 to 75000,Rupees ,Tented Camps,1,3.1,Average,8,4,3,4,Google ads/ Online ads,3.7
1015,20-09-1960,59,M,Ahmedabad,Gujarati,North Indian,1,Guruvayur,Kerala,Hill Station,09-08-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Hotels,1,3,Average,5,8,11,1,By word of mouth,5.3
1015,20-09-1960,59,M,Ahmedabad,Gujarati,North Indian,1,Vishakpattnam,Andra Pradesh,Harbor,17-02-2019,Flight,North Indian,6,25000 to 50000,Rupees ,Hotels,3,3.1,Average,16,3,4,5,By word of mouth,1.6
1015,20-09-1960,59,M,Ahmedabad,Gujarati,North Indian,1,Vaishnav Devi,Jammu Kashmir,Adventurous,03-03-2018,Flight,North Indian,8,50000 to 75000,Rupees ,Home stay,4,0,Not rated,2,7,7,16,By word of mouth,6.3
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Munnar,Kerala,Hill Station,07-05-2019,Flight,South Indian,6,25000 to 50000,Rupees ,Home stay,1,4.1,Very Good,11,1,9,26,Google ads/ Online ads,9.8
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Jim- Corbett,Uttarkhand,Wildlife ,20-08-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Bed and breakfast,2,4.4,Very Good,3848,11,8,3,Facebook,1.5
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Guruvayur,Kerala,Hill Station,09-01-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Hotels,4,0,Not rated,0,2,3,11,Google ads/ Online ads,4.5
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Chikkmaglur,Karnataka,Historic,09-07-2019,Flight,South Indian,1,1000 to 10000,Rupees ,Hotels,2,2.7,Average,80,12,2,24,Instagram,5.8
1019,02-07-1956,63,F,Delhi,Hindi,South Indian,1,Chikkmaglur,Karnataka,Historic,13-12-2019,Flight,North Indian,6,25000 to 50000,Rupees ,Home stay,2,0,Not rated,2,4,6,10,By word of mouth,9.1
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Bandhavgarh National Park,Madhya Pradesh,Wildlife ,12-02-2019,Flight,North Indian,7,25000 to 50000,Rupees ,Cottage/Villa,1,0,Not rated,0,3,7,27,Instagram,7.8
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Wayanad,Kerala,Hill Station,07-08-2019,Flight,North Indian,3,1000 to 10000,Rupees ,Hotels,1,0,Not rated,0,7,5,23,Instagram,3.7
1019,02-07-1956,63,F,Delhi,Hindi,North Indian,1,Puri Jaganath,Odisha,Pilgrimage,22-10-2019,Flight,South Indian,9,50000 to 75000,Rupees ,Hotels,2,3,Average,7,4,6,6,Facebook,5.7
1020,23-01-1994,25,F,Jaipur,Hindi,North Indian,1,Delhi,Uttar Pradesh,Historic,21-06-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,1,4.3,Very Good,68,1,12,30,Youtube,0.4
1020,23-01-1994,25,F,Jaipur,Hindi,North Indian,1,Ajmer Sharif,Rajasthan,Historic,23-04-2019,Flight,South Indian,8,50000 to 75000,Rupees ,Hotels,1,4.2,Very Good,68,8,5,15,By word of mouth,0
1020,23-01-1994,25,F,Jaipur,Hindi,South Indian,1,Kolad,Maharashtra,Historic,11-06-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Hotels,3,0,Not rated,0,3,4,21,Instagram,0.3
1020,23-01-1994,25,F,Jaipur,Hindi,South Indian,1,Nagarhole National Park,Karnataka,Historic,29-10-2019,Flight,North Indian,8,50000 to 75000,Rupees ,Hotels,1,3.5,Good,32,2,11,6,Instagram,5.3
1020,23-01-1994,25,F,Jaipur,Hindi,South Indian,1,Gokarna,Karnataka,Historic,30-08-2019,Flight,North Indian,7,25000 to 50000,Rupees ,Cottage/Villa,2,2.9,Average,5,12,10,3,Instagram,5.9
1020,23-01-1994,25,F,Jaipur,Hindi,South Indian,1,Chikkmaglur,Karnataka,Historic,14-02-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Tented Camps,3,0,Not rated,0,4,12,1,Youtube,3.6
1021,25-10-1990,29,M, Hyderabad ,Telugu,North Indian,1,Ranthambore national Park,Rajasthan,Wildlife,13-02-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Cottage/Villa,3,4.9,Excellent,1070,1,11,18,By word of mouth,5
1021,25-10-1990,29,M, Hyderabad ,Telugu,South Indian,1,Badrinath-Kedarnath,Uttarkhand,Wildlife ,21-08-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Bed and breakfast,3,0,Not rated,1,8,1,11,Instagram,3.4
1022,04-09-1987,32,F,Pune,Marathi,South Indian,1,Puducherry,Puducherry,Water Sports,21-01-2019,Flight,South Indian,9,50000 to 75000,Rupees ,Hotels,4,4.5,Excellent,29,0,20,12,Paper Media,0.1
1022,04-09-1987,32,F,Pune,Marathi,Continental,1,Sundarbandh National Park,West Bengal,Wildlife,04-12-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Home stay,3,3.9,Good,209,1,5,12,Instagram,0.1
1022,04-09-1987,32,F,Pune,Marathi,North Indian,1,Ooty,Tamil Nadu,Hill Station,25-09-2018,Flight,North Indian,6,25000 to 50000,Rupees ,Hotels,2,3.8,Good,33,8,1,10,By word of mouth,8.5
1022,04-09-1987,32,F,Pune,Marathi,Continental,1,Gir National Park,Gujarat,Historic,01-05-2019,Flight,North Indian,5,10000 to 25000,Rupees ,Cottage/Villa,4,3.4,Average,452,11,12,13,Paper Media,6.3
1022,04-09-1987,32,F,Pune,Marathi,North Indian,1,Bandhavgarh National Park,Madhya Pradesh,Wildlife ,06-02-2019,Flight,North Indian,9,50000 to 75000,Rupees ,Hotels,4,0,Not rated,0,3,3,17,Youtube,1.2
1022,04-09-1987,32,F,Pune,Marathi,South Indian,1,Puducherry,Puducherry,Water Sports,14-03-2018,Flight,North Indian,2,1000 to 10000,Rupees ,Hotels,2,2.6,Average,17,2,8,16,Instagram,4.7
1022,04-09-1987,32,F,Pune,Marathi,South Indian,1,Mathura,Uttar Pradesh,Historic,14-03-2018,Flight,South Indian,6,25000 to 50000,Rupees ,Bed and breakfast,4,2.4,Poor,77,11,8,8,Instagram,4.8
1024,16-01-1963,57,F,Chennai,Tamil,North Indian,1,Kolad,Maharashtra,Water Sports,12-11-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Hotels,1,4.3,Very Good,167,1,9,30,Google ads/ Online ads,0
1024,16-01-1963,57,F,Chennai,Tamil,South Indian,1,Puducherry,Tamil Nadu,Water Sports,01-11-2019,Flight,Continental,8,50000 to 75000,Rupees ,Hotels,2,3.4,Average,502,7,6,24,Facebook,0.5
1024,16-01-1963,57,F,Chennai,Tamil,South Indian,1,Vaishnav Devi,Jammu Kashmir,Adventurous,03-03-2019,Flight,North Indian,3,1000 to 10000,Rupees ,Hotels,4,2.8,Average,11,5,4,27,Youtube,4
1024,16-01-1963,57,F,Chennai,Tamil,North Indian,1,Kanyakumari,Tamil Nadu,Hill Station,19-03-2019,Flight,South Indian,7,25000 to 50000,Rupees ,Cottage/Villa,2,3,Average,7,9,10,14,Youtube,4.3
1024,16-01-1963,57,F,Chennai,Tamil,South Indian,1,Chikkmaglur,Karnataka,Historic,24-10-2019,Flight,North Indian,10,50000 to 75000,Rupees ,Home stay,4,3,Average,37,11,6,25,Facebook,9.5
